,LocationID,Borough,Zone,service_zone,geometry
184,185,Bronx,Pelham Parkway,Boro Zone,"POLYGON ((-73.86862810000001 40.856229, -73.8666281 40.856229, -73.8666281 40.858228999999994, -73.86862810000001 40.858228999999994, -73.86862810000001 40.856229))"
185,186,Manhattan,Penn Station/Madison Sq West,Yellow Zone,"POLYGON ((-73.992203 40.749346800000005, -73.990203 40.749346800000005, -73.990203 40.7513468, -73.992203 40.7513468, -73.992203 40.749346800000005))"
186,187,Staten Island,Port Richmond,Boro Zone,"POLYGON ((-74.1375318 40.632159200000004, -74.1355318 40.632159200000004, -74.1355318 40.6341592, -74.1375318 40.6341592, -74.1375318 40.632159200000004))"
187,188,Brooklyn,Prospect-Lefferts Gardens,Boro Zone,
188,189,Brooklyn,Prospect Heights,Boro Zone,"POLYGON ((-73.96947250000001 40.6768708, -73.9674725 40.6768708, -73.9674725 40.6788708, -73.96947250000001 40.6788708, -73.96947250000001 40.6768708))"
189,190,Brooklyn,Prospect Park,Boro Zone,"POLYGON ((-73.9794224 40.6612299, -73.9793375 40.6609219, -73.9790465 40.6607805, -73.9790328 40.6607982, -73.9789811 40.660773, -73.9789955 40.6607557, -73.9782192 40.6603774, -73.9769719 40.6597777, -73.9752352 40.6589353, -73.9746103 40.6586304, -73.9743865 40.6584956, -73.9741288 40.6581565, -73.9740285 40.6578887, -73.9739326 40.6576186, -73.9738333 40.657582, -73.9737274 40.6574711, -73.9736979 40.6574151, -73.9736845 40.65735, -73.9736737 40.657293, -73.9736818 40.6572371, -73.973773 40.6571099, -73.9736808 40.6567739, -73.9734408 40.6559794, -73.9732316 40.6552366, -73.9728131 40.6537969, -73.9726359 40.6532258, -73.9722284 40.6517851, -73.9722074 40.6517684, -73.9722033 40.6517033, -73.9721165 40.6517064, -73.9719731 40.6517084, -73.9718173 40.6516349, -73.9717332 40.6515956, -73.9716567 40.6515636, -73.9715302 40.651511, -73.9714676 40.65146, -73.971385 40.6513483, -73.9713083 40.651382, -73.9686215 40.6524152, -73.9661639 40.6533743, -73.9646895 40.6539424, -73.9624676 40.6548118, -73.9624615 40.6547943, -73.9623973 40.6548185, -73.9624031 40.6548666, -73.9624011 40.6549154, -73.9623919 40.6549638, -73.9623797 40.6549997, -73.962366 40.6550292, -73.9623516 40.6550545, -73.9623347 40.6550793, -73.9622965 40.6551238, -73.9622553 40.6551608, -73.9622333 40.6551762, -73.9622044 40.6551965, -73.9621538 40.6552241, -73.9621619 40.6552728, -73.9624475 40.6570681, -73.9625989 40.6579584, -73.96274 40.6588546, -73.9630346 40.6606395, -73.9631628 40.6615417, -73.9632614 40.6620069, -73.9632735 40.6620995, -73.9632715 40.6622012, -73.9632594 40.6623482, -73.9632303 40.6624446, -73.9631501 40.6625853, -73.9630508 40.6627191, -73.9627813 40.6629839, -73.9627437 40.6630543, -73.9627371 40.663218, -73.9627558 40.6632852, -73.9628152 40.6633442, -73.9628926 40.6633859, -73.9629784 40.6634052, -73.9630938 40.6634103, -73.9631622 40.6634103, -73.963235 40.6635162, -73.9634002 40.6637338, -73.9634789 40.6638479, -73.9634129 40.6638915, -73.9633781 40.6639373, -73.9633526 40.6639871, -73.9633432 40.6640359, -73.9633419 40.6641234, -73.963366 40.6642109, -73.9637373 40.6647217, -73.9638262 40.6648502, -73.964391 40.6656666, -73.9643995 40.6656635, -73.964411 40.6656797, -73.9644452 40.6657279, -73.9644663 40.6657584, -73.9644879 40.66579, -73.9645211 40.6658386, -73.9645323 40.6658549, -73.9645239 40.6658582, -73.9650695 40.6666407, -73.9657254 40.6676001, -73.9662413 40.6683206, -73.9664585 40.6686232, -73.9666299 40.6688522, -73.9674719 40.6700182, -73.9685444 40.6714924, -73.9692238 40.6723701, -73.9693098 40.6723197, -73.9694063 40.6722724, -73.9695069 40.6722373, -73.9696152 40.6722101, -73.9697412 40.6721888, -73.9698728 40.6721815, -73.9700248 40.6721823, -73.9701466 40.6721945, -73.9702495 40.672219, -73.9703312 40.6722419, -73.9712242 40.6711016, -73.9721079 40.6700011, -73.9786015 40.6622089, -73.979304 40.6613712, -73.9792772 40.6613589, -73.9793302 40.6612942, -73.9793576 40.6613072, -73.9794224 40.6612299), (-73.9743423 40.6596828, -73.9731806 40.6610532, -73.9720504 40.6605044, -73.9719873 40.6605078, -73.9719851 40.6604728, -73.9711575 40.6600743, -73.9718972 40.6591487, -73.9720703 40.658932, -73.9721489 40.6589056, -73.9722361 40.6588902, -73.9723259 40.6588825, -73.9724205 40.6588837, -73.9725183 40.6588947, -73.9726263 40.6589191, -73.9743423 40.6596828))"
190,191,Queens,Queens Village,Boro Zone,"POLYGON ((-73.74252080000001 40.7257692, -73.7405208 40.7257692, -73.7405208 40.7277692, -73.74252080000001 40.7277692, -73.74252080000001 40.7257692))"
191,192,Queens,Queensboro Hill,Boro Zone,"POLYGON ((-73.8253482 40.7430561, -73.8253174 40.7428865, -73.8253038 40.7428119, -73.8252036 40.7428022, -73.8252008 40.7428188, -73.8251758 40.7428164, -73.8251787 40.7427989, -73.8250803 40.7427894, -73.8250414 40.742863, -73.8250538 40.7428642, -73.8250133 40.7429401, -73.825001 40.7429397, -73.8249552 40.7430181, -73.8253482 40.7430561))"
192,193,Queens,Queensbridge/Ravenswood,Boro Zone,"POLYGON ((-73.9443957 40.7544496, -73.94239569999999 40.7544496, -73.94239569999999 40.756449599999996, -73.9443957 40.756449599999996, -73.9443957 40.7544496))"
193,194,Manhattan,Randalls Island,Yellow Zone,"POLYGON ((-73.92308150000001 40.7957677, -73.9210815 40.7957677, -73.9210815 40.797767699999994, -73.92308150000001 40.797767699999994, -73.92308150000001 40.7957677))"
194,195,Brooklyn,Red Hook,Boro Zone,"POLYGON ((-74.0105841 40.674103200000005, -74.0085841 40.674103200000005, -74.0085841 40.6761032, -74.0105841 40.6761032, -74.0105841 40.674103200000005))"
195,196,Queens,Rego Park,Boro Zone,"POLYGON ((-73.8739144 40.7284411, -73.873013 40.7277345, -73.8726208 40.7274273, -73.8725698 40.7273874, -73.8725171 40.7273461, -73.8718894 40.7268545, -73.8718224 40.7268011, -73.8715429 40.7271904, -73.8712624 40.727076, -73.8707993 40.727205, -73.869794 40.7251157, -73.8693864 40.7244023, -73.8655959 40.7202528, -73.8626005 40.7171582, -73.8601658 40.7149019, -73.8597981 40.7140438, -73.8597622 40.7139737, -73.8598682 40.711952, -73.8598718 40.7118639, -73.8597953 40.7119207, -73.8589687 40.7117901, -73.8582291 40.7109144, -73.8570784 40.7107172, -73.8578799 40.716522, -73.8582544 40.7195301, -73.858591 40.7215765, -73.8571171 40.7217513, -73.8553289 40.7239786, -73.8556153 40.7241228, -73.8548191 40.7253813, -73.8546739 40.7256107, -73.854625 40.725688, -73.8538996 40.7268396, -73.8537953 40.7269187, -73.8537361 40.7269601, -73.85367 40.7270137, -73.8535456 40.7271327, -73.8535076 40.7271809, -73.8531861 40.7272583, -73.8531798 40.7272603, -73.8524878 40.7274759, -73.8519436 40.7276454, -73.8516821 40.7279851, -73.85173 40.728478, -73.8517674 40.7285389, -73.8521265 40.7291112, -73.8521886 40.729219, -73.852244 40.7293153, -73.852884 40.730427, -73.8542029 40.733035, -73.8563785 40.7361008, -73.8574025 40.7357994, -73.8581888 40.7355714, -73.8585778 40.7354586, -73.8606026 40.73486, -73.8608125 40.7347979, -73.8617026 40.7345336, -73.8623593 40.7343353, -73.8642001 40.733787, -73.8643453 40.7337411, -73.8698599 40.7303868, -73.8713278 40.7295044, -73.871606 40.729112, -73.8717294 40.729159, -73.8725319 40.7294692, -73.8739144 40.7284411))"
196,197,Queens,Richmond Hill,Boro Zone,"POLYGON ((-73.83196720000001 40.698425300000004, -73.8299672 40.698425300000004, -73.8299672 40.7004253, -73.83196720000001 40.7004253, -73.83196720000001 40.698425300000004))"
197,198,Queens,Ridgewood,Boro Zone,"POLYGON ((-73.9238621 40.7139071, -73.9222082 40.7128398, -73.9215367 40.7109804, -73.920771 40.7104294, -73.9218981 40.7094021, -73.9199543 40.7082516, -73.9199002 40.7082196, -73.9186012 40.7074509, -73.9185519 40.7074225, -73.9184815 40.7073819, -73.9184148 40.7073436, -73.9183747 40.7073205, -73.9170734 40.7065438, -73.9125553 40.7038774, -73.9118086 40.7034363, -73.9128434 40.7024186, -73.9128975 40.7023672, -73.9106813 40.701049, -73.9107364 40.7009945, -73.9110919 40.700643, -73.9113137 40.7004238, -73.9113815 40.7003567, -73.9114501 40.7002889, -73.9117464 40.699996, -73.9118119 40.6999312, -73.9117642 40.6999045, -73.9099673 40.6989113, -73.9098865 40.6988658, -73.9096948 40.6987629, -73.9096051 40.6987143, -73.9095334 40.6986754, -73.9094659 40.6986371, -73.9093994 40.6986026, -73.9093748 40.6985886, -73.9042787 40.6956953, -73.9058005 40.6941198, -73.9035493 40.6928504, -73.9016241 40.6917447, -73.9004822 40.6933923, -73.9003976 40.693344, -73.8981544 40.6970024, -73.893994 40.7011871, -73.8913644 40.7044133, -73.8908743 40.706153, -73.8902766 40.7082693, -73.8902665 40.708305, -73.8991977 40.7121931, -73.9005936 40.7127013, -73.9009714 40.712718, -73.9009824 40.7127184, -73.9010792 40.712722, -73.901743 40.7127428, -73.9041585 40.7128387, -73.9043011 40.7128441, -73.9056172 40.7128863, -73.9060751 40.7129107, -73.9069021 40.7129527, -73.9106296 40.7131787, -73.9107224 40.7131843, -73.9129306 40.7133314, -73.914586 40.7134397, -73.9146761 40.7134454, -73.914848 40.7134562, -73.9150567 40.7134693, -73.9152161 40.7134791, -73.9154975 40.7134891, -73.915678 40.7134959, -73.9163384 40.7135349, -73.9166288 40.7135533, -73.9195099 40.7137206, -73.9196325 40.7137483, -73.923801 40.7139459, -73.9238621 40.7139071))"
198,199,Bronx,Rikers Island,Boro Zone,"POLYGON ((-73.8926919 40.7930634, -73.8926833 40.7926866, -73.8925717 40.7923357, -73.8924945 40.7920173, -73.8923915 40.7915039, -73.8923057 40.7910945, -73.8922113 40.7906006, -73.8920568 40.7902497, -73.8914559 40.7901848, -73.890941 40.7901718, -73.8906148 40.7901718, -73.8902114 40.7899248, -73.8898681 40.7890151, -73.8896535 40.7882677, -73.8891557 40.7874424, -73.8886407 40.7871305, -73.887894 40.7868835, -73.8869057 40.7867256, -73.8861957 40.7867093, -73.8859897 40.7867636, -73.8858122 40.7866948, -73.8854479 40.7866832, -73.8852903 40.7867226, -73.8849535 40.78656, -73.8838897 40.7862916, -73.8836131 40.7862686, -73.8834123 40.7863158, -73.8833309 40.7864905, -73.8832875 40.7864822, -73.8832875 40.7863179, -73.8829502 40.7861867, -73.881693 40.7858968, -73.8815781 40.7859378, -73.8814126 40.7858289, -73.8811066 40.7857318, -73.8807861 40.7857877, -73.8794392 40.7855617, -73.8791615 40.7854652, -73.8786232 40.7853712, -73.8780421 40.7854547, -73.8778246 40.7855672, -73.8766316 40.7858605, -73.8762098 40.7858293, -73.876009 40.7859001, -73.8751216 40.7859382, -73.8743437 40.7858246, -73.8736587 40.7858032, -73.8731237 40.7858823, -73.872907 40.7859578, -73.8726731 40.7861831, -73.8723883 40.7863659, -73.8720686 40.7865096, -73.871723 40.7867472, -73.8715375 40.7868701, -73.8714115 40.7873206, -73.8712791 40.787512, -73.8711283 40.7876096, -73.8708901 40.7879341, -73.87099 40.7884578, -73.8710388 40.7888247, -73.8710151 40.7889822, -73.8710623 40.7891999, -73.8710592 40.7893897, -73.871261 40.7899573, -73.8713453 40.7901435, -73.8716995 40.7905484, -73.8720646 40.7908744, -73.8728888 40.7914184, -73.8735851 40.7917218, -73.8738784 40.7918248, -73.8741894 40.7918462, -73.8742854 40.7918134, -73.874877 40.792125, -73.8752688 40.7924052, -73.87531 40.7925161, -73.8755794 40.7928872, -73.8759206 40.7931544, -73.8763051 40.7933258, -73.8769246 40.7937016, -73.8776813 40.7941079, -73.8780132 40.7942965, -73.878504 40.7944784, -73.8791126 40.7946537, -73.8794526 40.7947041, -73.8796766 40.7948104, -73.8798423 40.794796, -73.8799595 40.7948418, -73.8804841 40.7948563, -73.8815144 40.795018, -73.8817267 40.7950254, -73.8820537 40.7950977, -73.882625 40.7951738, -73.8830127 40.7953212, -73.8832456 40.79549, -73.8835863 40.7958543, -73.8836801 40.7958778, -73.8837237 40.7958573, -73.8835768 40.7956035, -73.8836519 40.7955749, -73.883815 40.7956348, -73.8840745 40.795981, -73.8844693 40.7963254, -73.8853791 40.7971051, -73.8862889 40.7977548, -73.8869155 40.7981577, -73.8874219 40.7983461, -73.887894 40.7983786, -73.8882373 40.7983136, -73.8882546 40.7983032, -73.8883883 40.7982226, -73.8886579 40.7980602, -73.8890441 40.7978328, -73.8895248 40.7978003, -73.8901256 40.7978458, -73.8902114 40.7979628, -73.890631 40.7977745, -73.8906645 40.7977595, -73.8906749 40.7977548, -73.890735 40.7977071, -73.8910354 40.797469, -73.8916534 40.7969167, -73.8919109 40.7965463, -73.8921254 40.7956951, -73.8922113 40.7952532, -73.8922284 40.7949478, -73.8924001 40.794545, -73.892443 40.7939667, -73.8924344 40.7939277, -73.8925546 40.7938367, -73.8925803 40.7935443, -73.8926919 40.7930634))"
199,200,Bronx,Riverdale/North Riverdale/Fieldston,Boro Zone,"POLYGON ((-73.90739 40.89956, -73.90539 40.89956, -73.90539 40.901559999999996, -73.90739 40.901559999999996, -73.90739 40.89956))"
200,201,Queens,Rockaway Park,Boro Zone,"POLYGON ((-73.8409796 40.5818016, -73.8400086 40.5802728, -73.8399959 40.5802492, -73.8399818 40.5802401, -73.8390202 40.5787096, -73.8385176 40.5779166, -73.8380155 40.5771242, -73.837983 40.5771419, -73.8291505 40.5801999, -73.829887 40.5818811, -73.8302591 40.5823244, -73.831027 40.582084, -73.8373534 40.5802067, -73.8373739 40.5802409, -73.8376268 40.5806828, -73.8377152 40.5808211, -73.8378219 40.5809879, -73.838103 40.5814794, -73.8381337 40.5815298, -73.8381962 40.5814939, -73.8382354 40.5814721, -73.8382754 40.5814519, -73.838313 40.5814348, -73.8383606 40.5814169, -73.8384149 40.5813977, -73.8389945 40.5812049, -73.8390695 40.5811799, -73.8391142 40.5812526, -73.8391359 40.5812876, -73.8393134 40.5816066, -73.839329 40.5816391, -73.8393432 40.5816764, -73.8393499 40.5817013, -73.8393566 40.5817289, -73.8395301 40.581851, -73.8409796 40.5818016))"
201,202,Manhattan,Roosevelt Island,Boro Zone,"POLYGON ((-73.9615395 40.7497223, -73.9615211 40.7497119, -73.961435 40.7496639, -73.961349 40.7496159, -73.9613304 40.7496054, -73.9611749 40.749764, -73.9612193 40.7497889, -73.9612055 40.7498038, -73.9611519 40.7497693, -73.9611184 40.7497551, -73.9610728 40.749748, -73.9609923 40.7497469, -73.9609279 40.7498041, -73.9607227 40.749987, -73.9605886 40.7501292, -73.9604049 40.7502661, -73.9602654 40.7503443, -73.9601219 40.7504198, -73.9600052 40.750496, -73.9598671 40.7506301, -73.9596874 40.7507571, -73.9595694 40.7508343, -73.9594835 40.75088, -73.9594259 40.7509318, -73.9593307 40.7510334, -73.9592281 40.7511277, -73.9591738 40.7511776, -73.9590799 40.751268, -73.9590504 40.7513249, -73.9590195 40.7514091, -73.9589404 40.7514456, -73.9587711 40.7515479, -73.95875 40.7515606, -73.9583503 40.7518177, -73.95807 40.7520005, -73.9579386 40.752096, -73.957889 40.7521702, -73.9578233 40.7522423, -73.9577616 40.752295, -73.9576583 40.7523561, -73.9573169 40.752666, -73.9572278 40.7527076, -73.9571715 40.7527371, -73.9571836 40.7527696, -73.9571688 40.7527909, -73.9571125 40.7527899, -73.9569569 40.7529372, -73.956863 40.7530104, -73.9566015 40.7532684, -73.9564379 40.7534411, -73.9561147 40.7537835, -73.9557472 40.7542082, -73.955648 40.7542833, -73.9553972 40.7545515, -73.9552363 40.7547374, -73.955196 40.7547689, -73.9550727 40.7547943, -73.9548272 40.7550138, -73.9544571 40.7553409, -73.954386 40.7554049, -73.954213 40.7555817, -73.953973 40.7557818, -73.9537919 40.7559514, -73.9535813 40.756114, -73.9534472 40.7562369, -73.9533909 40.7562328, -73.953352 40.7562196, -73.9531281 40.7564309, -73.9531602 40.756438, -73.9531656 40.7564563, -73.9530516 40.7565579, -73.952892 40.7567347, -73.952909 40.7567891, -73.9528674 40.7568289, -73.9528357 40.756819, -73.9527225 40.7568961, -73.9526541 40.756967, -73.9526958 40.7569238, -73.9525259 40.7571085, -73.9523824 40.7572934, -73.9522443 40.757524, -73.9522134 40.757585, -73.9522 40.7577038, -73.9521906 40.7577993, -73.9521195 40.7579303, -73.9520981 40.757971, -73.9519586 40.7581772, -73.951846 40.7583093, -73.951795 40.7583661, -73.9518071 40.7584058, -73.9517521 40.7584586, -73.9517346 40.7584505, -73.9516931 40.7584698, -73.9515979 40.7585581, -73.9515318 40.7586209, -73.9514919 40.7586587, -73.95139 40.7587388, -73.9512653 40.7588121, -73.9510158 40.7590955, -73.9507047 40.7594765, -73.9504472 40.7597538, -73.9503627 40.7598562, -73.9497753 40.760292, -73.9495218 40.7604809, -73.9493958 40.760602, -73.9491477 40.7608854, -73.9488312 40.7612633, -73.9485696 40.7615721, -73.9482625 40.7619296, -73.9479715 40.7622768, -73.9478859 40.7623826, -73.9476845 40.7626315, -73.9473184 40.763048, -73.947187 40.7631983, -73.9470059 40.7634147, -73.9468701 40.7636039, -73.9467216 40.7637784, -73.9466586 40.7637977, -73.9466197 40.7638119, -73.9465352 40.7639297, -73.9465258 40.7639896, -73.946364 40.7641813, -73.9460511 40.7645383, -73.9458405 40.7647494, -73.945693 40.7649231, -73.9455441 40.7651049, -73.9453269 40.7653457, -73.94503 40.7656404, -73.9449473 40.7657225, -73.9448373 40.7658312, -73.9447931 40.7658901, -73.944718 40.7659876, -73.9446134 40.7661765, -73.9443975 40.7664558, -73.944148 40.7668002, -73.9439267 40.7671252, -73.9438503 40.7672339, -73.9437725 40.767306, -73.9436572 40.7674299, -73.9434922 40.767628, -73.9432776 40.7678311, -73.9431502 40.7679804, -73.9430322 40.7681257, -73.9429204 40.7682638, -73.9428431 40.7683359, -73.9426259 40.7684873, -73.9423188 40.7687087, -73.9419647 40.7689514, -73.9418427 40.7690449, -73.941785 40.7690804, -73.9416576 40.7691371, -73.9415342 40.7691972, -73.9413693 40.7692744, -73.9412781 40.7693148, -73.9411748 40.769376, -73.9411131 40.7694481, -73.9409857 40.7696726, -73.9408543 40.7698879, -73.9407953 40.7699854, -73.9407349 40.7700636, -73.9406611 40.7701428, -73.9405646 40.7702515, -73.9404694 40.7703642, -73.9403876 40.7704851, -73.9403044 40.7706212, -73.9402441 40.7707786, -73.9402186 40.7709279, -73.9402172 40.7710381, -73.9402159 40.7711341, -73.9402333 40.7712814, -73.9402763 40.7715302, -73.940299 40.7718166, -73.9403151 40.7719598, -73.9403084 40.7721528, -73.9403102 40.7722329, -73.9403111 40.7722757, -73.9402883 40.7723953, -73.9402548 40.7724786, -73.9402092 40.77257, -73.9401623 40.7726502, -73.9400389 40.7728079, -73.9400327 40.7728573, -73.9400535 40.7729077, -73.9401012 40.7729404, -73.9401494 40.772954, -73.9401955 40.7729584, -73.9402391 40.772954, -73.9402737 40.7729416, -73.9402969 40.7729189, -73.9403309 40.7728777, -73.940461 40.7727109, -73.9406674 40.7725105, -73.940811 40.7724, -73.9409089 40.7723794, -73.9413618 40.7723251, -73.9417575 40.7721782, -73.9419387 40.772109, -73.9421292 40.7720389, -73.9424208 40.7717905, -73.9426611 40.7715695, -73.9430645 40.771095, -73.9437425 40.7704775, -73.944 40.770276, -73.9442919 40.7701135, -73.9445436 40.7699082, -73.944735 40.7697438, -73.945133 40.7691579, -73.9452492 40.7687789, -73.9453603 40.7687621, -73.9454196 40.768678, -73.9456213 40.7684055, -73.9456995 40.7682999, -73.9459141 40.7681959, -73.9465492 40.7673443, -73.9468956 40.7669602, -73.9473818 40.7664212, -73.947425 40.7663652, -73.9490778 40.7642245, -73.9492299 40.7642513, -73.9500528 40.7635633, -73.950094 40.7635024, -73.9507469 40.7627445, -73.9509466 40.7625727, -73.9512956 40.7620852, -73.9515961 40.7617016, -73.9517602 40.7614102, -73.9520939 40.7608174, -73.9529672 40.7599722, -73.9531162 40.7600529, -73.9533903 40.7597935, -73.953314 40.7597434, -73.9537247 40.7593872, -73.9550379 40.7579114, -73.9551286 40.7577889, -73.955673 40.7570532, -73.957381 40.7551742, -73.9584721 40.7539498, -73.9584521 40.7539385, -73.9589505 40.7535586, -73.9590034 40.7535941, -73.9592685 40.75332, -73.9594337 40.7530563, -73.9594501 40.7530204, -73.9595714 40.7527542, -73.9597866 40.7522821, -73.9599253 40.7519789, -73.9599383 40.751983, -73.9600075 40.7518452, -73.960091 40.7517518, -73.9601938 40.7516598, -73.9602853 40.7515779, -73.9604747 40.751405, -73.9606063 40.7512336, -73.9608694 40.7509119, -73.9610524 40.750688, -73.9611486 40.7504852, -73.9612072 40.7503733, -73.9612762 40.7502005, -73.9613569 40.7500971, -73.9614386 40.7500042, -73.9614277 40.749937, -73.9613272 40.749876, -73.9613428 40.7498596, -73.9613849 40.7498826, -73.9615395 40.7497223), (-73.9416118 40.7704964, -73.9415779 40.7705303, -73.9414366 40.7704626, -73.9414706 40.7704233, -73.9416118 40.7704964))"
202,203,Queens,Rosedale,Boro Zone,"POLYGON ((-73.7478004 40.6539676, -73.7474955 40.6538752, -73.7475759 40.6537394, -73.7474683 40.6537057, -73.7476229 40.6534261, -73.7473171 40.6534399, -73.7473307 40.6530753, -73.7472101 40.6530761, -73.747103 40.6530746, -73.7471017 40.6528309, -73.7465972 40.6528183, -73.7465965 40.6526226, -73.7465742 40.6521292, -73.7399691 40.6521526, -73.7395087 40.652296, -73.73968 40.6526714, -73.7389761 40.6529542, -73.7368439 40.6492115, -73.7363334 40.6493971, -73.7362563 40.6494287, -73.7361661 40.6494673, -73.7353999 40.6497743, -73.7320115 40.6501758, -73.7302777 40.6505079, -73.7271535 40.6515563, -73.725351 40.6521424, -73.7251317 40.6523702, -73.7250249 40.6526178, -73.7249158 40.6533533, -73.724944 40.6542179, -73.7254654 40.6554821, -73.7254795 40.6555048, -73.7255791 40.6554878, -73.7256434 40.6555368, -73.7264607 40.6555217, -73.7265775 40.6569751, -73.7269476 40.6581136, -73.7261517 40.6580589, -73.7262285 40.6583578, -73.726444 40.659162, -73.7264817 40.6592729, -73.7267178 40.6596928, -73.7267938 40.6598402, -73.7275947 40.6610529, -73.7277324 40.6613981, -73.7278138 40.661382, -73.7279138 40.6616471, -73.7278322 40.6616678, -73.7278687 40.6617425, -73.7278004 40.6618522, -73.727949 40.6621332, -73.7282449 40.6630546, -73.7277551 40.6631347, -73.7277465 40.6642416, -73.7278202 40.6650686, -73.7293375 40.6650636, -73.7293146 40.6646762, -73.7298732 40.6646755, -73.7299184 40.6650754, -73.7303334 40.6648557, -73.7306176 40.6651578, -73.7312775 40.6648163, -73.7317023 40.665295, -73.7322813 40.6652966, -73.7327588 40.6650373, -73.7329898 40.6652837, -73.7329975 40.665292, -73.7336871 40.6652611, -73.7344204 40.6648468, -73.7338079 40.6641609, -73.734242 40.6639558, -73.7343294 40.6640524, -73.7346435 40.6638844, -73.7349065 40.6641856, -73.7350634 40.6641045, -73.7353052 40.6643739, -73.735346 40.6643531, -73.7355552 40.6645952, -73.7354047 40.6647931, -73.7357915 40.664959, -73.7360553 40.6646053, -73.7373357 40.6652015, -73.7397122 40.6652297, -73.7397744 40.6651407, -73.7401719 40.6647076, -73.7404833 40.6642288, -73.7410216 40.6631597, -73.7422718 40.6612009, -73.7448864 40.6584092, -73.7449753 40.6582819, -73.7451274 40.6579958, -73.745129 40.6574675, -73.7467605 40.6575253, -73.7467664 40.6570799, -73.7468803 40.6569175, -73.7464768 40.6567929, -73.7471484 40.6557989, -73.7475125 40.6551309, -73.7475839 40.655005, -73.7472397 40.6549109, -73.747508 40.6543695, -73.7476704 40.6544222, -73.7477374 40.654283, -73.7477224 40.6542788, -73.7476438 40.6542571, -73.7478004 40.6539676))"
203,204,Staten Island,Rossville/Woodrow,Boro Zone,"POLYGON ((-74.21299300000001 40.5510029, -74.210993 40.5510029, -74.210993 40.553002899999996, -74.21299300000001 40.553002899999996, -74.21299300000001 40.5510029))"
204,205,Queens,Saint Albans,Boro Zone,"POLYGON ((-73.7616881 40.6974364, -73.75968809999999 40.6974364, -73.75968809999999 40.699436399999996, -73.7616881 40.699436399999996, -73.7616881 40.6974364))"
205,206,Staten Island,Saint George/New Brighton,Boro Zone,"POLYGON ((-74.0811415 40.643548, -74.07914149999999 40.643548, -74.07914149999999 40.645548, -74.0811415 40.645548, -74.0811415 40.643548))"
206,207,Queens,Saint Michaels Cemetery/Woodside,Boro Zone,"POLYGON ((-75.9352335 42.1204668, -75.9348922 42.1194986, -75.9348245 42.1193065, -75.9345737 42.1193915, -75.9342492 42.1186783, -75.9335665 42.1188742, -75.9332111 42.1189936, -75.9328625 42.119104, -75.9324588 42.119303, -75.9323233 42.119493, -75.932318 42.119675, -75.9323823 42.1199864, -75.9324923 42.1206051, -75.9344168 42.1205086, -75.9352335 42.1204668))"
207,208,Bronx,Schuylerville/Edgewater Park,Boro Zone,"POLYGON ((-73.8282222 40.827888900000005, -73.82622219999999 40.827888900000005, -73.82622219999999 40.8298889, -73.8282222 40.8298889, -73.8282222 40.827888900000005))"
208,209,Manhattan,Seaport,Yellow Zone,"POLYGON ((-74.00390560000001 40.7047505, -74.0019056 40.7047505, -74.0019056 40.7067505, -74.00390560000001 40.7067505, -74.00390560000001 40.7047505))"
209,210,Brooklyn,Sheepshead Bay,Boro Zone,"POLYGON ((-73.9455822 40.5902161, -73.9435822 40.5902161, -73.9435822 40.592216099999995, -73.9455822 40.592216099999995, -73.9455822 40.5902161))"
210,211,Manhattan,SoHo,Yellow Zone,"POLYGON ((-73.9997505 40.721880000000006, -73.9977505 40.721880000000006, -73.9977505 40.72388, -73.9997505 40.72388, -73.9997505 40.721880000000006))"
